Time,Lon,Lat,Temp,Sal,Turb,Flu,Year,Month,Day,YDay,Hour,Lat_round,Northbound,MDay
2008-06-15 00:26:12,11.1416,56.109,15.986,14.332,3.175,2.358,2008,6,2008-06-15,167,0.433333,56.1125,FALSE,15
2008-06-15 00:27:12,11.1365,56.1045,16.03,14.378,3.451,2.325,2008,6,2008-06-15,167,0.45,56.1125,FALSE,15
2008-06-15 00:28:13,11.1319,56.0998,16.073,14.399,3.456,2.316,2008,6,2008-06-15,167,0.466667,56.0875,FALSE,15
2008-06-15 18:52:42,11.1551,56.0829,16.071,14.254,1.828,2.215,2008,6,2008-06-15,167,18.8667,56.0875,TRUE,15
2008-06-15 18:53:42,11.16,56.0878,16.077,14.272,2.404,2.19,2008,6,2008-06-15,167,18.8833,56.0875,TRUE,15
2008-06-15 18:54:43,11.165,56.0926,16.105,14.318,2.643,2.184,2008,6,2008-06-15,167,18.9,56.0875,TRUE,15
2008-06-15 18:55:43,11.1701,56.0973,16.109,14.387,3.458,2.17,2008,6,2008-06-15,167,18.9167,56.0875,TRUE,15
2008-06-15 18:56:44,11.1758,56.1017,16.095,14.506,3.139,2.094,2008,6,2008-06-15,167,18.9333,56.1125,TRUE,15
2008-06-15 18:57:44,11.1818,56.1061,16.087,14.589,3.163,2.079,2008,6,2008-06-15,167,18.95,56.1125,TRUE,15
2008-06-15 18:58:45,11.1878,56.1105,16.091,14.6,2.273,2.137,2008,6,2008-06-15,167,18.9667,56.1125,TRUE,15
2008-06-15 18:59:45,11.1938,56.1148,16.101,14.688,2.167,2.259,2008,6,2008-06-15,167,18.9833,56.1125,TRUE,15
2008-06-15 19:00:46,11.1997,56.1191,16.083,14.753,2.452,2.333,2008,6,2008-06-15,167,19,56.1125,TRUE,15
2008-06-17 00:14:41,11.1985,56.1356,15.902,15.014,0.539,2.68,2008,6,2008-06-17,169,0.233333,56.1375,FALSE,17
2008-06-17 00:15:41,11.1917,56.1318,15.885,15.017,0.533,2.695,2008,6,2008-06-17,169,0.25,56.1375,FALSE,17
2008-06-17 00:16:42,11.185,56.128,15.891,15.031,0.535,2.609,2008,6,2008-06-17,169,0.266667,56.1375,FALSE,17
2008-06-17 00:17:42,11.1783,56.1243,15.896,15.014,0.51,2.638,2008,6,2008-06-17,169,0.283333,56.1125,FALSE,17
2008-06-17 00:18:43,11.1716,56.1205,15.893,15.019,0.515,2.592,2008,6,2008-06-17,169,0.3,56.1125,FALSE,17
2008-06-17 00:19:43,11.1648,56.1167,15.879,15.013,0.525,2.73,2008,6,2008-06-17,169,0.316667,56.1125,FALSE,17
2008-06-17 00:20:44,11.158,56.1129,15.882,15.004,0.519,2.803,2008,6,2008-06-17,169,0.333333,56.1125,FALSE,17
2008-06-17 00:21:44,11.1512,56.1089,15.898,15.002,0.521,2.851,2008,6,2008-06-17,169,0.35,56.1125,FALSE,17
2008-06-17 00:22:45,11.1449,56.1048,15.9,15.015,0.51,2.818,2008,6,2008-06-17,169,0.366667,56.1125,FALSE,17
2008-06-17 00:23:36,11.1393,56.1004,15.886,15.042,0.527,2.818,2008,6,2008-06-17,169,0.383333,56.1125,FALSE,17
2008-06-17 00:24:37,11.1345,56.0956,15.888,15.073,0.515,2.709,2008,6,2008-06-17,169,0.4,56.0875,FALSE,17
2008-06-17 19:00:11,11.1579,56.0857,16.136,15.14,0.65,2.229,2008,6,2008-06-17,169,19,56.0875,TRUE,17
2008-06-17 19:01:11,11.1626,56.0906,16.142,15.167,0.664,2.128,2008,6,2008-06-17,169,19.0167,56.0875,TRUE,17
2008-06-17 19:02:12,11.1672,56.0955,16.139,15.158,0.699,2.083,2008,6,2008-06-17,169,19.0333,56.0875,TRUE,17
2008-06-17 19:03:12,11.1718,56.1005,16.189,15.089,0.713,2.086,2008,6,2008-06-17,169,19.05,56.1125,TRUE,17
2008-06-17 19:04:13,11.1769,56.1053,16.186,15.017,0.695,2.066,2008,6,2008-06-17,169,19.0667,56.1125,TRUE,17
2008-06-17 19:05:13,11.1828,56.1098,16.165,14.995,0.733,2.076,2008,6,2008-06-17,169,19.0833,56.1125,TRUE,17
2008-06-17 19:06:14,11.1893,56.1143,16.106,15.064,0.713,2.066,2008,6,2008-06-17,169,19.1,56.1125,TRUE,17
2008-06-17 19:07:14,11.1956,56.1186,16.1,15.129,0.756,2.045,2008,6,2008-06-17,169,19.1167,56.1125,TRUE,17
2008-06-17 19:08:15,11.2019,56.1228,16.119,15.207,0.711,2.091,2008,6,2008-06-17,169,19.1333,56.1125,TRUE,17
2008-06-19 00:04:01,11.196,56.1448,16.317,15.062,0.568,2.378,2008,6,2008-06-19,171,0.0666667,56.1375,FALSE,19
2008-06-19 00:05:02,11.1901,56.1405,16.337,15.028,0.562,2.366,2008,6,2008-06-19,171,0.0833333,56.1375,FALSE,19
2008-06-19 00:06:02,11.1841,56.1361,16.287,14.975,0.582,2.329,2008,6,2008-06-19,171,0.1,56.1375,FALSE,19
2008-06-19 00:07:03,11.1781,56.1317,16.28,14.914,0.56,2.452,2008,6,2008-06-19,171,0.116667,56.1375,FALSE,19
2008-06-19 00:08:03,11.1722,56.1274,16.257,14.949,0.588,2.339,2008,6,2008-06-19,171,0.133333,56.1375,FALSE,19
2008-06-19 00:09:04,11.1666,56.1229,16.243,14.944,0.598,2.293,2008,6,2008-06-19,171,0.15,56.1125,FALSE,19
2008-06-19 00:10:04,11.1619,56.1181,16.306,14.913,0.598,2.321,2008,6,2008-06-19,171,0.166667,56.1125,FALSE,19
2008-06-19 00:11:05,11.1574,56.1133,16.338,14.85,0.631,2.382,2008,6,2008-06-19,171,0.183333,56.1125,FALSE,19
2008-06-19 00:12:05,11.153,56.1084,16.303,14.79,0.635,2.445,2008,6,2008-06-19,171,0.2,56.1125,FALSE,19
2008-06-19 00:13:06,11.1486,56.1034,16.277,14.809,0.642,2.5,2008,6,2008-06-19,171,0.216667,56.1125,FALSE,19
2008-06-19 00:14:06,11.1443,56.0984,16.289,14.864,0.641,2.28,2008,6,2008-06-19,171,0.233333,56.0875,FALSE,19
2008-06-19 00:15:07,11.1401,56.0934,16.237,14.908,0.646,2.22,2008,6,2008-06-19,171,0.25,56.0875,FALSE,19
2008-06-19 18:44:47,11.1525,56.0826,16.149,15.18,0.691,2.272,2008,6,2008-06-19,171,18.7333,56.0875,TRUE,19
2008-06-19 18:45:47,11.1579,56.0874,16.208,15.205,0.705,2.279,2008,6,2008-06-19,171,18.75,56.0875,TRUE,19
2008-06-19 18:46:47,11.1632,56.0922,16.237,15.187,0.701,2.291,2008,6,2008-06-19,171,18.7667,56.0875,TRUE,19
2008-06-19 18:47:48,11.1685,56.097,16.23,15.205,0.674,2.183,2008,6,2008-06-19,171,18.7833,56.0875,TRUE,19
2008-06-19 18:48:48,11.1739,56.1018,16.236,15.178,0.668,2.317,2008,6,2008-06-19,171,18.8,56.1125,TRUE,19
2008-06-19 18:49:49,11.1796,56.1064,16.227,15.151,0.666,2.22,2008,6,2008-06-19,171,18.8167,56.1125,TRUE,19
2008-06-19 18:50:49,11.1859,56.111,16.201,15.131,0.682,2.217,2008,6,2008-06-19,171,18.8333,56.1125,TRUE,19
2008-06-19 18:51:41,11.1923,56.1154,16.175,15.083,0.666,2.097,2008,6,2008-06-19,171,18.85,56.1125,TRUE,19
2008-06-19 18:52:42,11.1985,56.1197,16.185,15.072,0.645,1.907,2008,6,2008-06-19,171,18.8667,56.1125,TRUE,19
2008-06-19 18:53:42,11.2047,56.124,16.208,15.105,0.641,1.927,2008,6,2008-06-19,171,18.8833,56.1125,TRUE,19
2008-06-23 18:53:34,11.1596,56.0865,15.844,16.648,0.461,2.598,2008,6,2008-06-23,175,18.8833,56.0875,TRUE,23
2008-06-23 18:54:34,11.1647,56.0911,15.891,16.574,0.435,2.695,2008,6,2008-06-23,175,18.9,56.0875,TRUE,23
2008-06-23 18:55:35,11.1699,56.0958,15.876,15.94,0.457,2.485,2008,6,2008-06-23,175,18.9167,56.0875,TRUE,23
2008-06-23 18:56:35,11.175,56.1004,15.874,15.5,0.435,2.382,2008,6,2008-06-23,175,18.9333,56.1125,TRUE,23
2008-06-23 18:57:36,11.1802,56.1051,15.856,15.341,0.453,2.339,2008,6,2008-06-23,175,18.95,56.1125,TRUE,23
2008-06-23 18:58:36,11.1852,56.1099,15.77,15.492,0.431,2.228,2008,6,2008-06-23,175,18.9667,56.1125,TRUE,23
2008-06-23 18:59:36,11.1906,56.1145,15.751,15.872,0.457,2.181,2008,6,2008-06-23,175,18.9833,56.1125,TRUE,23
2008-06-23 19:00:37,11.1961,56.119,15.789,16.17,0.451,2.276,2008,6,2008-06-23,175,19,56.1125,TRUE,23
2008-06-23 19:01:37,11.2015,56.1233,15.835,16.368,0.464,2.304,2008,6,2008-06-23,175,19.0167,56.1125,TRUE,23
2008-06-25 00:12:40,11.2023,56.1398,15.414,17.448,0.494,2.527,2008,6,2008-06-25,177,0.2,56.1375,FALSE,25
2008-06-25 00:13:32,11.195,56.136,15.407,17.431,0.488,2.468,2008,6,2008-06-25,177,0.216667,56.1375,FALSE,25
2008-06-25 00:14:32,11.1876,56.1321,15.423,17.43,0.482,2.453,2008,6,2008-06-25,177,0.233333,56.1375,FALSE,25
2008-06-25 00:15:33,11.1804,56.1281,15.402,17.434,0.476,2.417,2008,6,2008-06-25,177,0.25,56.1375,FALSE,25
2008-06-25 00:16:33,11.1735,56.124,15.403,17.455,0.486,2.341,2008,6,2008-06-25,177,0.266667,56.1125,FALSE,25
2008-06-25 00:17:34,11.1666,56.1197,15.416,17.46,0.471,2.425,2008,6,2008-06-25,177,0.283333,56.1125,FALSE,25
2008-06-25 00:18:34,11.1602,56.1152,15.433,17.462,0.459,2.393,2008,6,2008-06-25,177,0.3,56.1125,FALSE,25
2008-06-25 00:19:35,11.1541,56.1106,15.443,17.458,0.476,2.489,2008,6,2008-06-25,177,0.316667,56.1125,FALSE,25
2008-06-25 00:20:35,11.1482,56.1058,15.452,17.452,0.48,2.437,2008,6,2008-06-25,177,0.333333,56.1125,FALSE,25
2008-06-25 00:21:36,11.1432,56.1006,15.439,17.45,0.457,2.608,2008,6,2008-06-25,177,0.35,56.1125,FALSE,25
2008-06-25 00:22:36,11.1389,56.0953,15.358,17.48,0.455,2.388,2008,6,2008-06-25,177,0.366667,56.0875,FALSE,25
2008-06-25 00:23:36,11.1348,56.09,15.309,17.534,0.474,2.452,2008,6,2008-06-25,177,0.383333,56.0875,FALSE,25
2008-06-25 19:01:20,11.1526,56.0823,15.827,16.511,0.543,1.948,2008,6,2008-06-25,177,19.0167,56.0875,TRUE,25
2008-06-25 19:02:21,11.1572,56.0872,15.454,16.644,0.549,1.945,2008,6,2008-06-25,177,19.0333,56.0875,TRUE,25
2008-06-25 19:03:21,11.1618,56.0922,15.497,16.832,0.541,2,2008,6,2008-06-25,177,19.05,56.0875,TRUE,25
2008-06-25 19:04:22,11.1664,56.0974,15.758,16.876,0.547,1.985,2008,6,2008-06-25,177,19.0667,56.0875,TRUE,25
2008-06-25 19:05:22,11.1711,56.1024,16.012,16.853,0.568,2.021,2008,6,2008-06-25,177,19.0833,56.1125,TRUE,25
2008-06-25 19:06:23,11.1765,56.1071,15.996,16.768,0.576,2.013,2008,6,2008-06-25,177,19.1,56.1125,TRUE,25
2008-06-25 19:07:23,11.1824,56.1115,16.007,16.547,0.58,1.983,2008,6,2008-06-25,177,19.1167,56.1125,TRUE,25
2008-06-25 19:08:23,11.1886,56.1159,16.186,16.547,0.584,1.897,2008,6,2008-06-25,177,19.1333,56.1125,TRUE,25
2008-06-25 19:09:24,11.1946,56.1203,16.144,16.543,0.603,1.876,2008,6,2008-06-25,177,19.15,56.1125,TRUE,25
2008-06-25 19:10:24,11.2005,56.1245,15.873,16.512,0.614,1.959,2008,6,2008-06-25,177,19.1667,56.1125,TRUE,25
2008-06-27 00:04:36,11.2001,56.134,15.913,18.723,0.425,2.177,2008,6,2008-06-27,179,0.0666667,56.1375,FALSE,27
2008-06-27 00:05:36,11.1937,56.1299,15.975,18.659,0.445,2.15,2008,6,2008-06-27,179,0.0833333,56.1375,FALSE,27
2008-06-27 00:06:37,11.1873,56.1259,15.856,18.685,0.455,2.115,2008,6,2008-06-27,179,0.1,56.1375,FALSE,27
2008-06-27 00:07:37,11.1811,56.1219,15.922,18.66,0.459,2.131,2008,6,2008-06-27,179,0.116667,56.1125,FALSE,27
2008-06-27 00:08:38,11.1747,56.1179,15.996,18.685,0.471,2.069,2008,6,2008-06-27,179,0.133333,56.1125,FALSE,27
2008-06-27 00:09:38,11.1684,56.1139,15.952,18.54,0.459,2.133,2008,6,2008-06-27,179,0.15,56.1125,FALSE,27
2008-06-27 00:10:39,11.162,56.1098,15.905,17.442,0.468,1.949,2008,6,2008-06-27,179,0.166667,56.1125,FALSE,27
2008-06-27 00:11:31,11.1556,56.1057,15.84,16.869,0.455,1.935,2008,6,2008-06-27,179,0.183333,56.1125,FALSE,27
2008-06-27 00:12:31,11.1491,56.1017,15.828,16.664,0.459,1.981,2008,6,2008-06-27,179,0.2,56.1125,FALSE,27
2008-06-27 00:13:32,11.1427,56.0976,15.789,16.658,0.451,1.942,2008,6,2008-06-27,179,0.216667,56.0875,FALSE,27
2008-06-27 00:14:32,11.1364,56.0934,15.78,16.727,0.451,1.967,2008,6,2008-06-27,179,0.233333,56.0875,FALSE,27
2008-06-27 18:45:04,11.1496,56.0833,16.099,16.891,0.451,1.915,2008,6,2008-06-27,179,18.75,56.0875,TRUE,27
2008-06-27 18:46:04,11.1548,56.0881,16.068,16.849,0.463,1.928,2008,6,2008-06-27,179,18.7667,56.0875,TRUE,27
2008-06-27 18:47:05,11.1606,56.0927,16.021,16.966,0.478,1.915,2008,6,2008-06-27,179,18.7833,56.0875,TRUE,27
2008-06-27 18:48:05,11.1667,56.0971,16.144,17.007,0.463,1.907,2008,6,2008-06-27,179,18.8,56.0875,TRUE,27
2008-06-27 18:49:06,11.1729,56.1015,16.112,16.907,0.451,1.852,2008,6,2008-06-27,179,18.8167,56.1125,TRUE,27
2008-06-27 18:50:06,11.1793,56.1058,16.092,16.803,0.476,1.883,2008,6,2008-06-27,179,18.8333,56.1125,TRUE,27
2008-06-27 18:51:07,11.1858,56.11,16.052,16.808,0.463,1.899,2008,6,2008-06-27,179,18.85,56.1125,TRUE,27
2008-06-27 18:52:07,11.1925,56.1143,16.07,16.912,0.478,1.903,2008,6,2008-06-27,179,18.8667,56.1125,TRUE,27
2008-06-27 18:53:08,11.1989,56.1185,16.026,16.963,0.439,1.9,2008,6,2008-06-27,179,18.8833,56.1125,TRUE,27
2008-06-27 18:54:08,11.2051,56.1227,15.979,17.269,0.447,1.97,2008,6,2008-06-27,179,18.9,56.1125,TRUE,27
2008-06-29 00:01:00,11.1975,56.1348,16.247,18.614,0.478,2.066,2008,6,2008-06-29,181,0.0166667,56.1375,FALSE,29
2008-06-29 00:02:00,11.1908,56.131,16.274,18.609,0.492,2.021,2008,6,2008-06-29,181,0.0333333,56.1375,FALSE,29
2008-06-29 00:03:01,11.1841,56.1272,16.25,18.274,0.496,2.126,2008,6,2008-06-29,181,0.05,56.1375,FALSE,29
2008-06-29 00:04:01,11.1773,56.1233,16.124,17.773,0.478,2,2008,6,2008-06-29,181,0.0666667,56.1125,FALSE,29
2008-06-29 00:05:02,11.1707,56.1193,16.065,17.61,0.486,1.975,2008,6,2008-06-29,181,0.0833333,56.1125,FALSE,29
2008-06-29 00:06:02,11.1645,56.1151,16.09,17.649,0.461,2.069,2008,6,2008-06-29,181,0.1,56.1125,FALSE,29
2008-06-29 00:07:03,11.1583,56.1109,16.087,17.625,0.478,2.037,2008,6,2008-06-29,181,0.116667,56.1125,FALSE,29
2008-06-29 00:08:03,11.1523,56.1066,16.065,17.599,0.484,1.997,2008,6,2008-06-29,181,0.133333,56.1125,FALSE,29
2008-06-29 00:09:04,11.1463,56.1023,16.148,17.587,0.484,1.989,2008,6,2008-06-29,181,0.15,56.1125,FALSE,29
2008-06-29 00:10:04,11.1405,56.0979,16.161,17.588,0.453,2.004,2008,6,2008-06-29,181,0.166667,56.0875,FALSE,29
2008-06-29 00:11:05,11.1355,56.0933,16.121,17.205,0.453,1.985,2008,6,2008-06-29,181,0.183333,56.0875,FALSE,29
2008-06-29 18:56:35,11.1661,56.0832,16.73,16.256,0.507,2.034,2008,6,2008-06-29,181,18.9333,56.0875,TRUE,29
2008-06-29 18:57:36,11.1706,56.0879,16.697,16.26,0.482,2.098,2008,6,2008-06-29,181,18.95,56.0875,TRUE,29
2008-06-29 18:58:36,11.1749,56.0925,16.703,16.257,0.51,2.063,2008,6,2008-06-29,181,18.9667,56.0875,TRUE,29
2008-06-29 18:59:36,11.1793,56.0972,16.677,16.292,0.498,2.105,2008,6,2008-06-29,181,18.9833,56.0875,TRUE,29
2008-06-29 19:00:37,11.1838,56.1019,16.703,16.283,0.502,2.06,2008,6,2008-06-29,181,19,56.1125,TRUE,29
2008-06-29 19:01:37,11.1884,56.1067,16.515,16.299,0.474,2.116,2008,6,2008-06-29,181,19.0167,56.1125,TRUE,29
2008-06-29 19:02:38,11.1931,56.1116,16.396,16.597,0.48,2.116,2008,6,2008-06-29,181,19.0333,56.1125,TRUE,29
2008-06-29 19:03:38,11.1976,56.1165,16.365,16.863,0.499,2.156,2008,6,2008-06-29,181,19.05,56.1125,TRUE,29
2008-06-29 19:04:30,11.2021,56.1212,16.405,17.124,0.496,2.141,2008,6,2008-06-29,181,19.0667,56.1125,TRUE,29
2008-07-01 18:43:03,11.1602,56.0823,17.235,17.792,0.435,1.607,2008,7,2008-07-01,183,18.7167,56.0875,TRUE,1
2008-07-01 18:44:03,11.1647,56.0871,17.192,17.794,0.461,1.62,2008,7,2008-07-01,183,18.7333,56.0875,TRUE,1
2008-07-01 18:45:04,11.1691,56.0919,17.142,17.744,0.472,1.643,2008,7,2008-07-01,183,18.75,56.0875,TRUE,1
2008-07-01 18:46:04,11.1733,56.0967,17.106,17.528,0.443,1.649,2008,7,2008-07-01,183,18.7667,56.0875,TRUE,1
2008-07-01 18:47:05,11.1778,56.1014,17.398,17.559,0.441,1.622,2008,7,2008-07-01,183,18.7833,56.1125,TRUE,1
2008-07-01 18:48:05,11.1827,56.1061,17.331,17.705,0.459,1.551,2008,7,2008-07-01,183,18.8,56.1125,TRUE,1
2008-07-01 18:49:06,11.1882,56.1104,17.344,17.765,0.453,1.513,2008,7,2008-07-01,183,18.8167,56.1125,TRUE,1
2008-07-01 18:50:06,11.1942,56.1147,17.139,17.772,0.459,1.496,2008,7,2008-07-01,183,18.8333,56.1125,TRUE,1
2008-07-01 18:51:07,11.2001,56.1188,16.606,17.824,0.445,1.43,2008,7,2008-07-01,183,18.85,56.1125,TRUE,1
2008-07-03 00:03:01,11.1971,56.137,17.246,17.316,0.447,1.564,2008,7,2008-07-03,185,0.05,56.1375,FALSE,3
2008-07-03 00:04:01,11.1898,56.1331,17.299,16.941,0.476,1.554,2008,7,2008-07-03,185,0.0666667,56.1375,FALSE,3
2008-07-03 00:05:02,11.1828,56.1291,17.353,16.952,0.467,1.517,2008,7,2008-07-03,185,0.0833333,56.1375,FALSE,3
2008-07-03 00:06:02,11.1759,56.1251,17.286,16.89,0.451,1.506,2008,7,2008-07-03,185,0.1,56.1375,FALSE,3
2008-07-03 00:07:03,11.169,56.1211,17.262,16.935,0.455,1.507,2008,7,2008-07-03,185,0.116667,56.1125,FALSE,3
2008-07-03 00:08:03,11.1624,56.1169,17.136,17.067,0.455,1.533,2008,7,2008-07-03,185,0.133333,56.1125,FALSE,3
2008-07-03 00:09:04,11.1561,56.1125,17.17,17.202,0.419,1.588,2008,7,2008-07-03,185,0.15,56.1125,FALSE,3
2008-07-03 00:10:04,11.1504,56.1079,17.055,17.233,0.439,1.599,2008,7,2008-07-03,185,0.166667,56.1125,FALSE,3
2008-07-03 00:11:05,11.1452,56.1031,17.051,17.31,0.431,1.606,2008,7,2008-07-03,185,0.183333,56.1125,FALSE,3
2008-07-03 00:12:05,11.1402,56.0982,17.037,17.347,0.453,1.588,2008,7,2008-07-03,185,0.2,56.0875,FALSE,3
2008-07-03 00:13:06,11.1353,56.0934,17.022,17.396,0.451,1.613,2008,7,2008-07-03,185,0.216667,56.0875,FALSE,3
2008-07-03 18:29:13,11.1551,56.0871,17.567,17.567,0.461,1.526,2008,7,2008-07-03,185,18.4833,56.0875,TRUE,3
2008-07-03 18:30:14,11.1599,56.0922,17.795,17.542,0.464,1.559,2008,7,2008-07-03,185,18.5,56.0875,TRUE,3
2008-07-03 18:31:14,11.1647,56.0973,17.927,17.457,0.463,1.583,2008,7,2008-07-03,185,18.5167,56.0875,TRUE,3
2008-07-03 18:32:15,11.1699,56.1022,17.904,17.1,0.484,1.59,2008,7,2008-07-03,185,18.5333,56.1125,TRUE,3
2008-07-03 18:33:15,11.1755,56.1069,17.96,16.89,0.478,1.531,2008,7,2008-07-03,185,18.55,56.1125,TRUE,3
2008-07-03 18:34:16,11.1812,56.1116,18.158,16.853,0.468,1.526,2008,7,2008-07-03,185,18.5667,56.1125,TRUE,3
2008-07-03 18:35:16,11.1871,56.1161,18.082,16.843,0.486,1.518,2008,7,2008-07-03,185,18.5833,56.1125,TRUE,3
2008-07-03 18:36:17,11.1932,56.1207,17.968,16.765,0.471,1.503,2008,7,2008-07-03,185,18.6,56.1125,TRUE,3
2008-07-03 18:37:17,11.1993,56.1251,18.167,16.66,0.474,1.518,2008,7,2008-07-03,185,18.6167,56.1375,TRUE,3
2008-07-04 23:52:30,11.1993,56.1364,17.711,17.988,0.457,1.656,2008,7,2008-07-04,186,23.8667,56.1375,FALSE,4
2008-07-04 23:53:31,11.1924,56.1328,17.645,18.039,0.478,1.716,2008,7,2008-07-04,186,23.8833,56.1375,FALSE,4
2008-07-04 23:54:31,11.1855,56.129,17.756,18.018,0.437,1.717,2008,7,2008-07-04,186,23.9,56.1375,FALSE,4
2008-07-04 23:55:32,11.1786,56.1254,17.856,17.893,0.445,1.632,2008,7,2008-07-04,186,23.9167,56.1375,FALSE,4
2008-07-04 23:56:32,11.1718,56.1217,17.971,17.314,0.459,1.662,2008,7,2008-07-04,186,23.9333,56.1125,FALSE,4
